species,region,quantity,year,mean,lower,upper,region_type
EPFU,Florida,delta_bar_t,2019,0.2957,-0.2468,1.3819,admin1
EPFU,Florida,delta_avg_3year,NA,0.0808,-0.1047,0.3946,admin1
EPFU,Florida,delta_tot_3year,NA,0.0219,-0.3467,0.6995,admin1
EPFU,Vermont,psi_bar_t,2016,0.5620,0.4031,0.7137,admin1
EPFU,Vermont,psi_bar_t,2017,0.4048,0.2313,0.5978,admin1
EPFU,Vermont,psi_bar_t,2018,0.4236,0.2708,0.6025,admin1
EPFU,Vermont,psi_bar_t,2019,0.3422,0.2361,0.4527,admin1
EPFU,Vermont,delta_bar_t,2017,-0.2638,-0.6176,0.2428,admin1
EPFU,Vermont,delta_bar_t,2018,0.1216,-0.4159,1.0859,admin1
EPFU,Vermont,delta_bar_t,2019,-0.1546,-0.5130,0.4512,admin1
EPFU,Vermont,delta_avg_3year,NA,-0.0989,-0.2402,0.0959,admin1
EPFU,Vermont,delta_tot_3year,NA,-0.3768,-0.6119,-0.0664,admin1
EPFU,Tennessee,psi_bar_t,2016,0.5267,0.4487,0.6127,admin1
EPFU,Tennessee,psi_bar_t,2017,0.5182,0.4600,0.5770,admin1
EPFU,Tennessee,psi_bar_t,2018,0.5179,0.4584,0.5819,admin1
EPFU,Tennessee,psi_bar_t,2019,0.5165,0.4413,0.5878,admin1
EPFU,Tennessee,delta_bar_t,2017,-0.0099,-0.1820,0.1984,admin1
EPFU,Tennessee,delta_bar_t,2018,0.0030,-0.1520,0.1807,admin1
EPFU,Tennessee,delta_bar_t,2019,0.0007,-0.1786,0.1836,admin1
EPFU,Tennessee,delta_avg_3year,NA,-0.0021,-0.0715,0.0725,admin1
EPFU,Tennessee,delta_tot_3year,NA,-0.0126,-0.2076,0.2192,admin1
EPFU,Oklahoma,psi_bar_t,2016,0.5312,0.3911,0.6688,admin1
EPFU,Oklahoma,psi_bar_t,2017,0.6452,0.5024,0.7695,admin1
EPFU,Oklahoma,psi_bar_t,2018,0.6344,0.4657,0.7627,admin1
EPFU,Oklahoma,psi_bar_t,2019,0.6292,0.5193,0.7318,admin1
EPFU,Oklahoma,delta_bar_t,2017,0.2371,-0.1243,0.7524,admin1
EPFU,Oklahoma,delta_bar_t,2018,-0.0051,-0.2963,0.3550,admin1
EPFU,Oklahoma,delta_bar_t,2019,0.0079,-0.2568,0.3808,admin1
EPFU,Oklahoma,delta_avg_3year,NA,0.0799,-0.0294,0.2276,admin1
EPFU,Oklahoma,delta_tot_3year,NA,0.2074,-0.1101,0.6752,admin1
EPFU,Maryland,psi_bar_t,2016,0.4568,0.3793,0.5353,admin1
EPFU,Maryland,psi_bar_t,2017,0.4898,0.4236,0.5557,admin1
EPFU,Maryland,psi_bar_t,2018,0.3926,0.3306,0.4528,admin1
EPFU,Maryland,psi_bar_t,2019,0.4457,0.3672,0.5184,admin1
EPFU,Maryland,delta_bar_t,2017,0.0804,-0.1282,0.3372,admin1
EPFU,Maryland,delta_bar_t,2018,-0.1950,-0.3493,-0.0195,admin1
EPFU,Maryland,delta_bar_t,2019,0.1433,-0.0996,0.4335,admin1
EPFU,Maryland,delta_avg_3year,NA,0.0096,-0.0788,0.1069,admin1
EPFU,Maryland,delta_tot_3year,NA,-0.0169,-0.2367,0.2276,admin1
EPFU,West Virginia,psi_bar_t,2016,0.6686,0.5756,0.7651,admin1
EPFU,West Virginia,psi_bar_t,2017,0.7458,0.6773,0.8094,admin1
EPFU,West Virginia,psi_bar_t,2018,0.8617,0.7990,0.9158,admin1
EPFU,West Virginia,psi_bar_t,2019,0.6763,0.5944,0.7458,admin1
EPFU,West Virginia,delta_bar_t,2017,0.1216,-0.0624,0.3215,admin1
EPFU,West Virginia,delta_bar_t,2018,0.1578,0.0384,0.2898,admin1
EPFU,West Virginia,delta_bar_t,2019,-0.2142,-0.3233,-0.1102,admin1
EPFU,West Virginia,delta_avg_3year,NA,0.0217,-0.0410,0.0850,admin1
EPFU,West Virginia,delta_tot_3year,NA,0.0169,-0.1604,0.2135,admin1
EPFU,Massachusetts,psi_bar_t,2016,0.5832,0.4967,0.6710,admin1
EPFU,Massachusetts,psi_bar_t,2017,0.6021,0.5119,0.6914,admin1
EPFU,Massachusetts,psi_bar_t,2018,0.5533,0.4631,0.6374,admin1
EPFU,Massachusetts,psi_bar_t,2019,0.4623,0.3793,0.5439,admin1
EPFU,Massachusetts,delta_bar_t,2017,0.0387,-0.1750,0.2889,admin1
EPFU,Massachusetts,delta_bar_t,2018,-0.0754,-0.2534,0.1475,admin1
EPFU,Massachusetts,delta_bar_t,2019,-0.1589,-0.3570,0.0595,admin1
EPFU,Massachusetts,delta_avg_3year,NA,-0.0652,-0.1356,0.0161,admin1
EPFU,Massachusetts,delta_tot_3year,NA,-0.2025,-0.3830,0.0096,admin1
EPFU,New Hampshire,psi_bar_t,2016,0.5649,0.4138,0.7130,admin1
EPFU,New Hampshire,psi_bar_t,2017,0.4216,0.2557,0.5994,admin1
EPFU,New Hampshire,psi_bar_t,2018,0.4377,0.2902,0.6065,admin1
EPFU,New Hampshire,psi_bar_t,2019,0.3523,0.2512,0.4587,admin1
EPFU,New Hampshire,delta_bar_t,2017,-0.2391,-0.5787,0.2300,admin1
EPFU,New Hampshire,delta_bar_t,2018,0.0970,-0.3801,0.9195,admin1
EPFU,New Hampshire,delta_bar_t,2019,-0.1641,-0.4869,0.3753,admin1
EPFU,New Hampshire,delta_avg_3year,NA,-0.1020,-0.2312,0.0608,admin1
EPFU,New Hampshire,delta_tot_3year,NA,-0.3634,-0.5806,-0.0676,admin1
EPFU,Connecticut,psi_bar_t,2016,0.6275,0.5163,0.7355,admin1
EPFU,Connecticut,psi_bar_t,2017,0.6730,0.5708,0.7683,admin1
EPFU,Connecticut,psi_bar_t,2018,0.6517,0.5474,0.7399,admin1
EPFU,Connecticut,psi_bar_t,2019,0.5077,0.3813,0.6208,admin1
EPFU,Connecticut,delta_bar_t,2017,0.0813,-0.1527,0.3556,admin1
EPFU,Connecticut,delta_bar_t,2018,-0.0265,-0.2088,0.1973,admin1
EPFU,Connecticut,delta_bar_t,2019,-0.2166,-0.4292,0.0010,admin1
EPFU,Connecticut,delta_avg_3year,NA,-0.0539,-0.1406,0.0431,admin1
EPFU,Connecticut,delta_tot_3year,NA,-0.1841,-0.4188,0.0820,admin1
EPFU,Delaware,psi_bar_t,2016,0.3481,0.2517,0.4501,admin1
EPFU,Delaware,psi_bar_t,2017,0.4779,0.3642,0.5949,admin1
EPFU,Delaware,psi_bar_t,2018,0.2834,0.2025,0.3797,admin1
EPFU,Delaware,psi_bar_t,2019,0.3491,0.2600,0.4937,admin1
EPFU,Delaware,delta_bar_t,2017,0.4048,-0.0622,1.0732,admin1
EPFU,Delaware,delta_bar_t,2018,-0.3977,-0.6051,-0.1120,admin1
EPFU,Delaware,delta_bar_t,2019,0.2646,-0.2096,0.9231,admin1
EPFU,Delaware,delta_avg_3year,NA,0.0906,-0.0963,0.3360,admin1
EPFU,Delaware,delta_tot_3year,NA,0.0257,-0.3345,0.5746,admin1
EPFU,New Jersey,psi_bar_t,2016,0.5167,0.4382,0.6026,admin1
EPFU,New Jersey,psi_bar_t,2017,0.5620,0.4800,0.6415,admin1
EPFU,New Jersey,psi_bar_t,2018,0.4303,0.3475,0.5187,admin1
EPFU,New Jersey,psi_bar_t,2019,0.4712,0.3921,0.5839,admin1
EPFU,New Jersey,delta_bar_t,2017,0.0949,-0.1377,0.3478,admin1
EPFU,New Jersey,delta_bar_t,2018,-0.2303,-0.4055,-0.0198,admin1
EPFU,New Jersey,delta_bar_t,2019,0.1075,-0.1715,0.4479,admin1
EPFU,New Jersey,delta_avg_3year,NA,-0.0093,-0.0941,0.0922,admin1
EPFU,New Jersey,delta_tot_3year,NA,-0.0824,-0.2785,0.1603,admin1
EPFU,Rhode Island,psi_bar_t,2016,0.6142,0.4938,0.7302,admin1
EPFU,Rhode Island,psi_bar_t,2017,0.7170,0.6093,0.8129,admin1
EPFU,Rhode Island,psi_bar_t,2018,0.6739,0.5680,0.7708,admin1
EPFU,Rhode Island,psi_bar_t,2019,0.5253,0.3804,0.6543,admin1
EPFU,Rhode Island,delta_bar_t,2017,0.1797,-0.0902,0.5035,admin1
EPFU,Rhode Island,delta_bar_t,2018,-0.0553,-0.2268,0.1576,admin1
EPFU,Rhode Island,delta_bar_t,2019,-0.2161,-0.4371,0.0142,admin1
EPFU,Rhode Island,delta_avg_3year,NA,-0.0306,-0.1327,0.0813,admin1
EPFU,Rhode Island,delta_tot_3year,NA,-0.1356,-0.4071,0.1728,admin1
EPFU,District of Columbia,psi_bar_t,2016,0.4843,0.3638,0.6064,admin1
EPFU,District of Columbia,psi_bar_t,2017,0.4133,0.3243,0.5084,admin1
EPFU,District of Columbia,psi_bar_t,2018,0.3356,0.2424,0.4326,admin1
EPFU,District of Columbia,psi_bar_t,2019,0.4566,0.3168,0.5782,admin1
EPFU,District of Columbia,delta_bar_t,2017,-0.1322,-0.3831,0.2006,admin1
EPFU,District of Columbia,delta_bar_t,2018,-0.1768,-0.4549,0.1793,admin1
EPFU,District of Columbia,delta_bar_t,2019,0.3898,-0.1556,1.0392,admin1
EPFU,District of Columbia,delta_avg_3year,NA,0.0269,-0.1322,0.2002,admin1
EPFU,District of Columbia,delta_tot_3year,NA,-0.0396,-0.3822,0.3626,admin1
EPFU,Alaska,psi_bar_t,2016,0.3199,0.1779,0.4990,admin1
EPFU,Alaska,psi_bar_t,2017,0.3502,0.1950,0.5322,admin1
EPFU,Alaska,psi_bar_t,2018,0.3980,0.2334,0.5804,admin1
EPFU,Alaska,psi_bar_t,2019,0.3687,0.2241,0.5282,admin1
EPFU,Alaska,delta_bar_t,2017,0.1726,-0.4453,1.2713,admin1
EPFU,Alaska,delta_bar_t,2018,0.2160,-0.4198,1.2733,admin1
EPFU,Alaska,delta_bar_t,2019,-0.0213,-0.4995,0.7859,admin1
EPFU,Alaska,delta_avg_3year,NA,0.1224,-0.1322,0.4466,admin1
EPFU,Alaska,delta_tot_3year,NA,0.2357,-0.4359,1.2663,admin1
EPFU,Alberta,psi_bar_t,2016,0.5007,0.3883,0.6215,admin1
EPFU,Alberta,psi_bar_t,2017,0.5303,0.4119,0.6377,admin1
EPFU,Alberta,psi_bar_t,2018,0.4129,0.2951,0.5373,admin1
EPFU,Alberta,psi_bar_t,2019,0.4112,0.2811,0.5433,admin1
EPFU,Alberta,delta_bar_t,2017,0.0761,-0.2274,0.4750,admin1
EPFU,Alberta,delta_bar_t,2018,-0.2120,-0.4686,0.0991,admin1
EPFU,Alberta,delta_bar_t,2019,0.0174,-0.3357,0.5046,admin1
EPFU,Alberta,delta_avg_3year,NA,-0.0395,-0.1736,0.1291,admin1
EPFU,Alberta,delta_tot_3year,NA,-0.1656,-0.4536,0.2504,admin1
EPFU,British Columbia,psi_bar_t,2016,0.3874,0.3068,0.4813,admin1
EPFU,British Columbia,psi_bar_t,2017,0.4551,0.3724,0.5401,admin1
EPFU,British Columbia,psi_bar_t,2018,0.5157,0.4299,0.6071,admin1
EPFU,British Columbia,psi_bar_t,2019,0.5093,0.4268,0.5959,admin1
EPFU,British Columbia,delta_bar_t,2017,0.1898,-0.1331,0.5517,admin1
EPFU,British Columbia,delta_bar_t,2018,0.1442,-0.1220,0.4687,admin1
EPFU,British Columbia,delta_bar_t,2019,-0.0043,-0.2305,0.2744,admin1
EPFU,British Columbia,delta_avg_3year,NA,0.1099,0.0056,0.2191,admin1
EPFU,British Columbia,delta_tot_3year,NA,0.3327,-0.0123,0.7336,admin1
EPFU,Manitoba,psi_bar_t,2016,0.5026,0.2608,0.6839,admin1
EPFU,Manitoba,psi_bar_t,2017,0.5200,0.3684,0.6564,admin1
EPFU,Manitoba,psi_bar_t,2018,0.3728,0.2538,0.5025,admin1
EPFU,Manitoba,psi_bar_t,2019,0.3540,0.2458,0.4704,admin1
EPFU,Manitoba,delta_bar_t,2017,0.1060,-0.3523,1.0776,admin1
EPFU,Manitoba,delta_bar_t,2018,-0.2655,-0.5396,0.1578,admin1
EPFU,Manitoba,delta_bar_t,2019,-0.0218,-0.3952,0.5093,admin1
EPFU,Manitoba,delta_avg_3year,NA,-0.0604,-0.2342,0.2884,admin1
EPFU,Manitoba,delta_tot_3year,NA,-0.2465,-0.5739,0.4491,admin1
EPFU,New Brunswick,psi_bar_t,2016,0.3290,0.2352,0.4415,admin1
EPFU,New Brunswick,psi_bar_t,2017,0.4183,0.3157,0.5370,admin1
EPFU,New Brunswick,psi_bar_t,2018,0.3818,0.2853,0.4889,admin1
EPFU,New Brunswick,psi_bar_t,2019,0.2418,0.1713,0.3201,admin1
EPFU,New Brunswick,delta_bar_t,2017,0.3027,-0.1398,0.8610,admin1
EPFU,New Brunswick,delta_bar_t,2018,-0.0711,-0.3776,0.3182,admin1
EPFU,New Brunswick,delta_bar_t,2019,-0.3547,-0.5788,-0.0684,admin1
EPFU,New Brunswick,delta_avg_3year,NA,-0.0411,-0.1807,0.1344,admin1
EPFU,New Brunswick,delta_tot_3year,NA,-0.2466,-0.5228,0.1545,admin1
EPFU,Nova Scotia,psi_bar_t,2016,0.4784,0.3304,0.6262,admin1
EPFU,Nova Scotia,psi_bar_t,2017,0.3555,0.2059,0.5276,admin1
EPFU,Nova Scotia,psi_bar_t,2018,0.3652,0.2335,0.5233,admin1
EPFU,Nova Scotia,psi_bar_t,2019,0.2804,0.1901,0.3736,admin1
EPFU,Nova Scotia,delta_bar_t,2017,-0.2360,-0.5953,0.3140,admin1
EPFU,Nova Scotia,delta_bar_t,2018,0.0962,-0.4155,1.0826,admin1
EPFU,Nova Scotia,delta_bar_t,2019,-0.1963,-0.5499,0.3737,admin1
EPFU,Nova Scotia,delta_avg_3year,NA,-0.1120,-0.2568,0.0773,admin1
EPFU,Nova Scotia,delta_tot_3year,NA,-0.3964,-0.6304,-0.0509,admin1
EPFU,Northwest Territories,psi_bar_t,2016,0.0871,0.0155,0.2566,admin1
EPFU,Northwest Territories,psi_bar_t,2017,0.0961,0.0156,0.2715,admin1
EPFU,Northwest Territories,psi_bar_t,2018,0.1220,0.0237,0.3088,admin1
EPFU,Northwest Territories,psi_bar_t,2019,0.1059,0.0205,0.2992,admin1
EPFU,Ontario,psi_bar_t,2016,0.3869,0.2691,0.5460,admin1
EPFU,Ontario,psi_bar_t,2017,0.5047,0.3831,0.6750,admin1
EPFU,Ontario,psi_bar_t,2018,0.4526,0.3305,0.6066,admin1
EPFU,Ontario,psi_bar_t,2019,0.4495,0.3271,0.6030,admin1
EPFU,Ontario,delta_bar_t,2017,0.3471,-0.1733,1.0748,admin1
EPFU,Ontario,delta_bar_t,2018,-0.0846,-0.3999,0.3396,admin1
EPFU,Ontario,delta_bar_t,2019,0.0191,-0.3702,0.4909,admin1
EPFU,Ontario,delta_avg_3year,NA,0.0939,-0.0817,0.3199,admin1
EPFU,Ontario,delta_tot_3year,NA,0.2028,-0.2673,0.8726,admin1
EPFU,Prince Edward Island,psi_bar_t,2016,0.4023,0.2477,0.5707,admin1
EPFU,Prince Edward Island,psi_bar_t,2017,0.5104,0.3480,0.6615,admin1
EPFU,Prince Edward Island,psi_bar_t,2018,0.4670,0.3107,0.6252,admin1
EPFU,Prince Edward Island,psi_bar_t,2019,0.3098,0.1837,0.4671,admin1
EPFU,Prince Edward Island,delta_bar_t,2017,0.3287,-0.2369,1.1914,admin1
EPFU,Prince Edward Island,delta_bar_t,2018,-0.0593,-0.4373,0.4813,admin1
EPFU,Prince Edward Island,delta_bar_t,2019,-0.3138,-0.6411,0.1652,admin1
EPFU,Prince Edward Island,delta_avg_3year,NA,-0.0148,-0.2046,0.2490,admin1
EPFU,Prince Edward Island,delta_tot_3year,NA,-0.1942,-0.5908,0.4245,admin1
EPFU,Quebec,psi_bar_t,2016,0.3688,0.2642,0.4917,admin1
EPFU,Quebec,psi_bar_t,2017,0.4232,0.3061,0.5440,admin1
EPFU,Quebec,psi_bar_t,2018,0.3788,0.2657,0.4892,admin1
EPFU,Quebec,psi_bar_t,2019,0.3574,0.2534,0.4699,admin1
EPFU,Quebec,delta_bar_t,2017,0.1743,-0.2356,0.7105,admin1
EPFU,Quebec,delta_bar_t,2018,-0.0856,-0.4193,0.3543,admin1
EPFU,Quebec,delta_bar_t,2019,-0.0327,-0.4015,0.4778,admin1
EPFU,Quebec,delta_avg_3year,NA,0.0187,-0.1217,0.1932,admin1
EPFU,Quebec,delta_tot_3year,NA,-0.0072,-0.3717,0.4552,admin1
EPFU,Saskatchewan,psi_bar_t,2016,0.5782,0.4048,0.7503,admin1
EPFU,Saskatchewan,psi_bar_t,2017,0.5808,0.4231,0.7337,admin1
EPFU,Saskatchewan,psi_bar_t,2018,0.3123,0.1830,0.4727,admin1
EPFU,Saskatchewan,psi_bar_t,2019,0.3091,0.1706,0.4868,admin1
EPFU,Saskatchewan,delta_bar_t,2017,0.0297,-0.3208,0.5256,admin1
EPFU,Saskatchewan,delta_bar_t,2018,-0.4518,-0.6944,-0.0995,admin1
EPFU,Saskatchewan,delta_bar_t,2019,0.0473,-0.5092,0.9692,admin1
EPFU,Saskatchewan,delta_avg_3year,NA,-0.1249,-0.3142,0.1661,admin1
EPFU,Saskatchewan,delta_tot_3year,NA,-0.4518,-0.7184,0.0016,admin1
EPFU,Yukon,psi_bar_t,2016,0.1300,0.0255,0.3417,admin1
EPFU,Yukon,psi_bar_t,2017,0.1421,0.0264,0.3573,admin1
EPFU,Yukon,psi_bar_t,2018,0.1789,0.0412,0.4125,admin1
EPFU,Yukon,psi_bar_t,2019,0.1564,0.0364,0.3933,admin1
EPFU,Yukon,delta_avg_3year,NA,0.6535,-0.2675,3.0108,admin1
LANO,Range,psi_bar_t,2016,0.6724,0.6337,0.7099,range
LANO,Range,psi_bar_t,2017,0.7031,0.6621,0.7395,range
LANO,Range,psi_bar_t,2018,0.7303,0.6904,0.7661,range
LANO,Range,psi_bar_t,2019,0.7445,0.7097,0.7792,range
LANO,Range,delta_bar_t,2017,0.0464,-0.0288,0.1301,range
LANO,Range,delta_bar_t,2018,0.0396,-0.0327,0.1153,range
LANO,Range,delta_bar_t,2019,0.0201,-0.0466,0.0937,range
LANO,Range,delta_avg_3year,NA,0.0354,0.0110,0.0601,range
LANO,Range,delta_tot_3year,NA,0.1080,0.0310,0.1876,range
LANO,Colorado,psi_bar_t,2016,0.8137,0.7417,0.8837,admin1
LANO,Colorado,psi_bar_t,2017,0.7329,0.6661,0.8042,admin1
LANO,Colorado,psi_bar_t,2018,0.8024,0.7269,0.8682,admin1
LANO,Colorado,psi_bar_t,2019,0.8694,0.8048,0.9285,admin1
LANO,Colorado,delta_bar_t,2017,-0.0976,-0.1966,0.0230,admin1
LANO,Colorado,delta_bar_t,2018,0.0974,-0.0430,0.2443,admin1
LANO,Colorado,delta_bar_t,2019,0.0855,-0.0269,0.2225,admin1
LANO,Colorado,delta_avg_3year,NA,0.0284,-0.0094,0.0653,admin1
LANO,Colorado,delta_tot_3year,NA,0.0704,-0.0423,0.2015,admin1
LANO,Montana,psi_bar_t,2016,0.8889,0.8217,0.9405,admin1
LANO,Montana,psi_bar_t,2017,0.8860,0.8100,0.9413,admin1
LANO,Montana,psi_bar_t,2018,0.8482,0.6108,0.9297,admin1
LANO,Montana,psi_bar_t,2019,0.7238,0.5955,0.8426,admin1
LANO,Montana,delta_bar_t,2017,-0.0020,-0.1037,0.1022,admin1
LANO,Montana,delta_bar_t,2018,-0.0414,-0.3061,0.0960,admin1
LANO,Montana,delta_bar_t,2019,-0.1377,-0.3189,0.2160,admin1
LANO,Montana,delta_avg_3year,NA,-0.0604,-0.1161,-0.0066,admin1
LANO,Montana,delta_tot_3year,NA,-0.1849,-0.3381,-0.0402,admin1
LANO,Kansas,psi_bar_t,2016,0.7781,0.6538,0.8835,admin1
LANO,Kansas,psi_bar_t,2017,0.5659,0.4281,0.7005,admin1
LANO,Kansas,psi_bar_t,2018,0.6894,0.5492,0.8068,admin1
LANO,Kansas,psi_bar_t,2019,0.7879,0.6591,0.8882,admin1
LANO,Kansas,delta_bar_t,2017,-0.2685,-0.4686,-0.0427,admin1
LANO,Kansas,delta_bar_t,2018,0.2384,-0.0934,0.6793,admin1
LANO,Kansas,delta_bar_t,2019,0.1534,-0.0955,0.4485,admin1
LANO,Kansas,delta_avg_3year,NA,0.0411,-0.0407,0.1337,admin1
LANO,Kansas,delta_tot_3year,NA,0.0188,-0.1951,0.2711,admin1
LANO,Arkansas,psi_bar_t,2016,0.4799,0.2921,0.6735,admin1
LANO,Arkansas,psi_bar_t,2017,0.7289,0.4951,0.8801,admin1
LANO,Arkansas,psi_bar_t,2018,0.7849,0.6392,0.8996,admin1
LANO,Arkansas,psi_bar_t,2019,0.8339,0.6937,0.9396,admin1
LANO,Arkansas,delta_bar_t,2017,0.5901,-0.0759,1.5186,admin1
LANO,Arkansas,delta_bar_t,2018,0.1007,-0.1713,0.6261,admin1
LANO,Arkansas,delta_bar_t,2019,0.0705,-0.1486,0.3291,admin1
LANO,Arkansas,delta_avg_3year,NA,0.2538,0.0771,0.5473,admin1
LANO,Arkansas,delta_tot_3year,NA,0.8211,0.2059,1.8964,admin1
LANO,Ohio,psi_bar_t,2016,0.5345,0.4462,0.6185,admin1
LANO,Ohio,psi_bar_t,2017,0.5516,0.4689,0.6393,admin1
LANO,Ohio,psi_bar_t,2018,0.6052,0.5069,0.6984,admin1
LANO,Ohio,psi_bar_t,2019,0.5830,0.5095,0.6771,admin1
LANO,Ohio,delta_bar_t,2017,0.0391,-0.1586,0.3025,admin1
LANO,Ohio,delta_bar_t,2018,0.1039,-0.1290,0.3557,admin1
LANO,Ohio,delta_bar_t,2019,-0.0300,-0.2131,0.2261,admin1
LANO,Ohio,delta_avg_3year,NA,0.0377,-0.0341,0.1252,admin1
LANO,Ohio,delta_tot_3year,NA,0.0987,-0.1134,0.3988,admin1
LANO,Wyoming,psi_bar_t,2016,0.7787,0.6954,0.8593,admin1
LANO,Wyoming,psi_bar_t,2017,0.8206,0.7519,0.8783,admin1
LANO,Wyoming,psi_bar_t,2018,0.8584,0.7729,0.9090,admin1
LANO,Wyoming,psi_bar_t,2019,0.8340,0.7742,0.8882,admin1
LANO,Wyoming,delta_bar_t,2017,0.0568,-0.0720,0.1983,admin1
LANO,Wyoming,delta_bar_t,2018,0.0479,-0.0751,0.1685,admin1
LANO,Wyoming,delta_bar_t,2019,-0.0269,-0.1166,0.0922,admin1
LANO,Wyoming,delta_avg_3year,NA,0.0259,-0.0164,0.0701,admin1
LANO,Wyoming,delta_tot_3year,NA,0.0741,-0.0572,0.2156,admin1
LANO,Alabama,psi_bar_t,2016,0.2332,0.1612,0.3133,admin1
LANO,Alabama,psi_bar_t,2017,0.3829,0.2638,0.5143,admin1
LANO,Alabama,psi_bar_t,2018,0.4128,0.3209,0.5100,admin1
LANO,Alabama,psi_bar_t,2019,0.4961,0.3920,0.6201,admin1
LANO,Alabama,delta_bar_t,2017,0.6891,0.0128,1.5985,admin1
LANO,Alabama,delta_bar_t,2018,0.1125,-0.2728,0.6902,admin1
LANO,Alabama,delta_bar_t,2019,0.2189,-0.1311,0.6601,admin1
LANO,Alabama,delta_avg_3year,NA,0.3402,0.1582,0.6054,admin1
LANO,Alabama,delta_tot_3year,NA,1.1850,0.4773,2.1436,admin1
LANO,Arizona,psi_bar_t,2016,0.5084,0.3951,0.6584,admin1
LANO,Arizona,psi_bar_t,2017,0.5512,0.4435,0.6878,admin1
LANO,Arizona,psi_bar_t,2018,0.5835,0.5043,0.6725,admin1
LANO,Arizona,psi_bar_t,2019,0.5901,0.5035,0.6987,admin1
LANO,Arizona,delta_bar_t,2017,0.1014,-0.2040,0.5197,admin1
LANO,Arizona,delta_bar_t,2018,0.0712,-0.1960,0.3430,admin1
LANO,Arizona,delta_bar_t,2019,0.0161,-0.1767,0.2318,admin1
LANO,Arizona,delta_avg_3year,NA,0.0629,-0.0456,0.1758,admin1
LANO,Arizona,delta_tot_3year,NA,0.1801,-0.1447,0.5565,admin1
LANO,Nevada,psi_bar_t,2016,0.6946,0.5825,0.8122,admin1
LANO,Nevada,psi_bar_t,2017,0.7773,0.6798,0.8621,admin1
LANO,Nevada,psi_bar_t,2018,0.8437,0.7756,0.8951,admin1
LANO,Nevada,psi_bar_t,2019,0.8478,0.7751,0.9098,admin1
LANO,Nevada,delta_bar_t,2017,0.1270,-0.0828,0.3834,admin1
LANO,Nevada,delta_bar_t,2018,0.0897,-0.0550,0.2670,admin1
LANO,Nevada,delta_bar_t,2019,0.0063,-0.0945,0.1234,admin1
LANO,Nevada,delta_avg_3year,NA,0.0743,0.0089,0.1498,admin1
LANO,Nevada,delta_tot_3year,NA,0.2296,0.0162,0.4888,admin1
LANO,Iowa,psi_bar_t,2016,0.8339,0.6558,0.9394,admin1
LANO,Iowa,psi_bar_t,2017,0.8626,0.5547,0.9427,admin1
LANO,Iowa,psi_bar_t,2018,0.8754,0.7541,0.9516,admin1
LANO,Iowa,psi_bar_t,2019,0.8723,0.7686,0.9470,admin1
LANO,Iowa,delta_bar_t,2017,0.0435,-0.3347,0.3628,admin1
LANO,Iowa,delta_bar_t,2018,0.0296,-0.1504,0.5591,admin1
LANO,Iowa,delta_bar_t,2019,-0.0001,-0.1405,0.1747,admin1
LANO,Iowa,delta_avg_3year,NA,0.0243,-0.0411,0.1280,admin1
LANO,Iowa,delta_tot_3year,NA,0.0557,-0.1388,0.3575,admin1
LANO,Wisconsin,psi_bar_t,2016,0.7138,0.6469,0.7732,admin1
LANO,Wisconsin,psi_bar_t,2017,0.6754,0.6134,0.7456,admin1
LANO,Wisconsin,psi_bar_t,2018,0.7238,0.6413,0.8019,admin1
LANO,Wisconsin,psi_bar_t,2019,0.7044,0.6378,0.7709,admin1
LANO,Wisconsin,delta_bar_t,2017,-0.0519,-0.1688,0.0827,admin1
LANO,Wisconsin,delta_bar_t,2018,0.0744,-0.0832,0.2368,admin1
LANO,Wisconsin,delta_bar_t,2019,-0.0236,-0.1542,0.1241,admin1
LANO,Wisconsin,delta_avg_3year,NA,-0.0004,-0.0413,0.0441,admin1
LANO,Wisconsin,delta_tot_3year,NA,-0.0112,-0.1288,0.1285,admin1
LANO,Idaho,psi_bar_t,2016,0.8166,0.7498,0.8833,admin1
LANO,Idaho,psi_bar_t,2017,0.8838,0.8308,0.9277,admin1
LANO,Idaho,psi_bar_t,2018,0.9045,0.8628,0.9380,admin1
LANO,Idaho,psi_bar_t,2019,0.9299,0.8923,0.9621,admin1
LANO,Idaho,delta_bar_t,2017,0.0841,-0.0176,0.1969,admin1
LANO,Idaho,delta_bar_t,2018,0.0242,-0.0474,0.1024,admin1
LANO,Idaho,delta_bar_t,2019,0.0285,-0.0256,0.0908,admin1
LANO,Idaho,delta_avg_3year,NA,0.0456,0.0140,0.0818,admin1
LANO,Idaho,delta_tot_3year,NA,0.1407,0.0417,0.2583,admin1
LANO,Nebraska,psi_bar_t,2016,0.8382,0.7585,0.9033,admin1
LANO,Nebraska,psi_bar_t,2017,0.7215,0.6275,0.8025,admin1
LANO,Nebraska,psi_bar_t,2018,0.7709,0.6058,0.8560,admin1
LANO,Nebraska,psi_bar_t,2019,0.7247,0.6234,0.8138,admin1
LANO,Nebraska,delta_bar_t,2017,-0.1374,-0.2651,-0.0061,admin1
LANO,Nebraska,delta_bar_t,2018,0.0723,-0.1554,0.2740,admin1
LANO,Nebraska,delta_bar_t,2019,-0.0535,-0.2150,0.2076,admin1
LANO,Nebraska,delta_avg_3year,NA,-0.0395,-0.0912,0.0105,admin1
LANO,Nebraska,delta_tot_3year,NA,-0.1339,-0.2774,-0.0040,admin1
LANO,Michigan,psi_bar_t,2016,0.7865,0.7290,0.8350,admin1
